Type,TO?,feasible,time(sec)
QUERY_REDUCE_COMBINATION,False,True,1.456031084060669
QUERY_REDUCE_COMBINATION,False,False,30.326820850372314
QUERY_REDUCE_COMBINATION,False,False,116.32574725151062
QUERY_REDUCE_COMBINATION,False,False,97.53850793838501
QUERY_REDUCE_COMBINATION,False,True,1.7924761772155762
QUERY_REDUCE_COMBINATION,False,False,31.620861530303955
QUERY_REDUCE_COMBINATION,False,False,120.98721241950989
QUERY_REDUCE_COMBINATION,False,True,1.819993495941162
QUERY_NORMAL,False,True,1.7798922061920166
QUERY_NORMAL,False,True,1.4586308002471924
QUERY_NORMAL,False,True,1.4727344512939453
QUERY_NORMAL,False,False,1.6623561382293701
QUERY_NORMAL,False,True,2.0834898948669434
QUERY_NORMAL,False,True,1.8697357177734375
QUERY_NORMAL,False,True,2.4663610458374023
QUERY_NORMAL,False,True,1.8562510013580322
QUERY_NORMAL,False,False,2.321317434310913
QUERY_NORMAL,False,False,1.6674304008483887
QUERY_NORMAL,False,True,2.1148786544799805
QUERY_NORMAL,False,False,1.6955938339233398
QUERY_NORMAL,False,True,2.582530975341797
QUERY_NORMAL,False,True,1.8476336002349854
QUERY_NORMAL,False,True,2.4882898330688477
QUERY_NORMAL_CONSTRUCTOR,False,True,1.4374914169311523
QUERY_NORMAL_CONSTRUCTOR,False,False,1.6173312664031982
QUERY_NORMAL_CONSTRUCTOR,False,False,1.6327409744262695
