Type,TO?,feasible,time(sec)
QUERY_REDUCE_COMBINATION,False,True,1.5554327964782715
QUERY_REDUCE_COMBINATION,False,True,2.647597551345825
QUERY_REDUCE_COMBINATION,True,False,600.0157308578491
QUERY_REDUCE_COMBINATION,True,False,600.0182337760925
QUERY_REDUCE_COMBINATION,True,False,600.0148351192474
QUERY_REDUCE_COMBINATION,False,True,1.9599595069885254
QUERY_REDUCE_COMBINATION,False,True,1.8868408203125
QUERY_REDUCE_COMBINATION,False,True,2.62467622756958
QUERY_REDUCE_COMBINATION,True,False,600.006783246994
QUERY_REDUCE_COMBINATION,True,False,600.0130066871643
QUERY_REDUCE_COMBINATION,True,False,599.9945900440216
QUERY_REDUCE_COMBINATION,False,True,2.0581462383270264
QUERY_REDUCE_COMBINATION,False,True,2.022667169570923
QUERY_REDUCE_COMBINATION,False,True,1.9022247791290283
QUERY_REDUCE_COMBINATION,True,False,600.0162045955658
QUERY_REDUCE_COMBINATION,False,True,1.9957034587860107
QUERY_NORMAL,False,True,1.9594616889953613
QUERY_NORMAL,False,False,1.799574375152588
QUERY_NORMAL,False,False,1.8253686428070068
QUERY_NORMAL,False,True,1.595426082611084
QUERY_NORMAL,False,False,1.8105146884918213
QUERY_NORMAL,False,False,1.8232793807983398
QUERY_NORMAL,False,False,1.8145122528076172
QUERY_NORMAL,False,True,1.5823962688446045
QUERY_NORMAL,False,False,1.8248953819274902
QUERY_NORMAL,False,False,1.8551819324493408
QUERY_NORMAL,False,False,2.216461181640625
QUERY_NORMAL,False,True,2.8645060062408447
QUERY_NORMAL,False,True,3.18515944480896
QUERY_NORMAL,False,False,1.8154304027557373
QUERY_NORMAL,False,True,3.279360294342041
QUERY_NORMAL,False,True,2.8916001319885254
QUERY_NORMAL,False,False,2.266648054122925
QUERY_NORMAL,False,False,1.871842622756958
QUERY_NORMAL,False,False,2.2204856872558594
QUERY_NORMAL,False,False,1.8501191139221191
QUERY_NORMAL,False,False,2.2066574096679688
QUERY_NORMAL,False,False,1.8188719749450684
QUERY_NORMAL,False,False,2.2111005783081055
QUERY_NORMAL,False,True,2.8874588012695312
QUERY_NORMAL,False,False,2.2205889225006104
QUERY_NORMAL,False,False,1.8247241973876953
QUERY_NORMAL,False,False,2.2211554050445557
QUERY_NORMAL,False,False,1.8191444873809814
QUERY_NORMAL,False,False,2.210296392440796
QUERY_NORMAL,False,True,2.755859375
QUERY_NORMAL,False,False,1.8296899795532227
QUERY_NORMAL,False,False,2.238823890686035
QUERY_NORMAL,False,True,3.869091510772705
QUERY_NORMAL,False,True,2.058086395263672
QUERY_NORMAL,True,False,599.9975018501282
QUERY_NORMAL,True,False,600.0110886096954
QUERY_NORMAL,False,False,1.8170478343963623
QUERY_NORMAL,False,False,2.218397855758667
QUERY_NORMAL,False,False,3.129225730895996
QUERY_NORMAL,False,False,1.8537838459014893
QUERY_NORMAL,False,False,2.215233087539673
QUERY_NORMAL,False,False,3.1617655754089355
QUERY_NORMAL,False,True,2.1096935272216797
QUERY_NORMAL,False,False,2.235452651977539
QUERY_NORMAL,False,False,3.073601484298706
QUERY_NORMAL,False,False,1.8456263542175293
QUERY_NORMAL,False,False,2.219129800796509
QUERY_NORMAL,False,False,3.137031078338623
QUERY_NORMAL,False,False,1.8173606395721436
QUERY_NORMAL,False,False,2.1971182823181152
QUERY_NORMAL,False,False,3.082145929336548
QUERY_NORMAL,False,True,2.123918056488037
QUERY_NORMAL,False,False,2.2392919063568115
QUERY_NORMAL,False,False,3.0645592212677
QUERY_NORMAL,False,False,1.8138701915740967
QUERY_NORMAL,False,False,2.267280101776123
QUERY_NORMAL,False,False,1.8402831554412842
QUERY_NORMAL,False,False,2.216586112976074
QUERY_NORMAL,False,False,1.8136332035064697
QUERY_NORMAL,False,True,1.9458425045013428
QUERY_NORMAL,False,True,2.0150585174560547
QUERY_NORMAL,False,True,2.3901724815368652
QUERY_NORMAL,False,False,1.8297772407531738
QUERY_NORMAL,False,False,2.214493989944458
QUERY_NORMAL,False,False,1.798011064529419
QUERY_NORMAL,False,True,1.9153401851654053
QUERY_NORMAL,False,False,1.842505693435669
QUERY_NORMAL,False,False,2.2102081775665283
QUERY_NORMAL,False,True,2.0170228481292725
QUERY_NORMAL,False,False,2.2038655281066895
QUERY_NORMAL,False,False,1.8796532154083252
QUERY_NORMAL,False,False,2.194140672683716
QUERY_NORMAL,False,False,1.809288501739502
QUERY_NORMAL,False,False,2.2427942752838135
QUERY_NORMAL,False,False,1.8182847499847412
QUERY_NORMAL,False,False,2.204935073852539
QUERY_NORMAL,False,False,1.803879976272583
QUERY_NORMAL,False,False,2.222750663757324
QUERY_NORMAL,False,False,1.824120044708252
QUERY_NORMAL,False,False,2.238537549972534
QUERY_NORMAL,False,True,2.854365110397339
QUERY_NORMAL,False,True,3.159259557723999
QUERY_NORMAL,False,False,1.8285136222839355
QUERY_NORMAL,False,False,2.2601318359375
QUERY_NORMAL,False,False,1.8552346229553223
QUERY_NORMAL,False,True,3.2706077098846436
QUERY_NORMAL,False,True,2.9241645336151123
QUERY_NORMAL,False,False,2.2416043281555176
QUERY_NORMAL,False,False,1.8201704025268555
QUERY_NORMAL,False,False,2.199225902557373
QUERY_NORMAL,False,False,1.8295071125030518
QUERY_NORMAL,False,False,2.2045068740844727
QUERY_NORMAL,False,False,3.0850601196289062
QUERY_NORMAL,False,False,1.822763442993164
QUERY_NORMAL,False,False,2.216343402862549
QUERY_NORMAL,False,False,3.070080041885376
QUERY_NORMAL,False,False,1.8339776992797852
QUERY_NORMAL,True,False,600.0127794742584
QUERY_NORMAL,False,False,5.573723077774048
QUERY_NORMAL,False,False,1.9304709434509277
QUERY_NORMAL,False,False,2.331389904022217
QUERY_NORMAL,False,True,3.3871443271636963
QUERY_NORMAL,False,False,1.8266241550445557
QUERY_NORMAL,False,False,2.244188070297241
QUERY_NORMAL,False,False,3.070085287094116
QUERY_NORMAL,False,True,2.074507713317871
QUERY_NORMAL,True,False,600.0104012489319
QUERY_NORMAL,True,False,600.0072441101074
QUERY_NORMAL,False,False,1.8442938327789307
QUERY_NORMAL,False,False,2.3108747005462646
QUERY_NORMAL,False,False,3.0882928371429443
QUERY_NORMAL,False,False,1.7939510345458984
QUERY_NORMAL,False,False,2.2004106044769287
QUERY_NORMAL,False,False,3.170926094055176
QUERY_NORMAL,False,True,2.108877658843994
QUERY_NORMAL,False,False,2.2132561206817627
QUERY_NORMAL,False,False,3.158132791519165
QUERY_NORMAL,False,False,1.8456754684448242
QUERY_NORMAL,False,False,2.215669870376587
QUERY_NORMAL,False,True,2.781310558319092
QUERY_NORMAL,False,False,1.8258614540100098
QUERY_NORMAL,False,False,2.2124273777008057
QUERY_NORMAL,False,True,8.395554780960083
QUERY_NORMAL,False,False,1.818601369857788
QUERY_NORMAL,False,False,2.203432559967041
QUERY_NORMAL,True,False,600.019095659256
QUERY_NORMAL,False,False,1.8399946689605713
QUERY_NORMAL,False,False,2.2299458980560303
QUERY_NORMAL,False,False,3.0629537105560303
QUERY_NORMAL,False,False,1.7956936359405518
QUERY_NORMAL,False,False,2.2221593856811523
QUERY_NORMAL,False,True,3.814544677734375
QUERY_NORMAL,False,False,1.8531618118286133
QUERY_NORMAL,False,False,2.255807638168335
QUERY_NORMAL,False,False,3.088012456893921
QUERY_NORMAL,False,True,2.101560354232788
QUERY_NORMAL,True,False,600.0124416351318
QUERY_NORMAL,True,False,600.0053284168243
QUERY_NORMAL,False,False,1.8453292846679688
QUERY_NORMAL,False,False,2.217740297317505
QUERY_NORMAL,False,False,3.0928544998168945
QUERY_NORMAL,False,True,2.095172166824341
QUERY_NORMAL,False,False,2.2215683460235596
QUERY_NORMAL,False,False,3.1589841842651367
QUERY_NORMAL,False,False,1.8431689739227295
QUERY_NORMAL,False,False,2.2274224758148193
QUERY_NORMAL,False,False,1.8768219947814941
QUERY_NORMAL,False,False,2.2090611457824707
QUERY_NORMAL,False,False,1.824580430984497
QUERY_NORMAL,False,False,2.191673994064331
QUERY_NORMAL,False,False,1.8108923435211182
QUERY_NORMAL,False,False,2.25234055519104
QUERY_NORMAL,False,False,1.8085980415344238
QUERY_NORMAL,False,False,2.2333343029022217
QUERY_NORMAL,False,False,1.8301563262939453
QUERY_NORMAL,False,False,2.206728935241699
QUERY_NORMAL,False,False,1.8311944007873535
QUERY_NORMAL,False,True,1.9538648128509521
QUERY_NORMAL,False,True,2.011246919631958
QUERY_NORMAL,False,True,2.355991840362549
QUERY_NORMAL,False,False,1.810817003250122
QUERY_NORMAL,False,True,2.009699583053589
QUERY_NORMAL,False,False,1.8688673973083496
QUERY_NORMAL,False,False,2.1994106769561768
QUERY_NORMAL,False,False,3.07779860496521
QUERY_NORMAL,False,False,1.8173651695251465
QUERY_NORMAL,False,False,2.252413272857666
QUERY_NORMAL,False,False,3.0752646923065186
QUERY_NORMAL,False,False,1.819356918334961
QUERY_NORMAL,False,False,2.2131175994873047
QUERY_NORMAL,False,False,3.0919106006622314
QUERY_NORMAL,False,False,1.8012728691101074
QUERY_NORMAL,False,False,2.2319581508636475
QUERY_NORMAL,False,True,3.452068567276001
QUERY_NORMAL,False,False,1.8204495906829834
QUERY_NORMAL,False,False,2.275906562805176
QUERY_NORMAL,False,False,3.1450085639953613
QUERY_NORMAL,False,False,1.8142764568328857
QUERY_NORMAL,False,False,2.274400472640991
QUERY_NORMAL,True,False,600.0121669769287
QUERY_NORMAL,False,False,1.8348510265350342
QUERY_NORMAL,True,False,600.003077507019
QUERY_NORMAL,False,False,3.0879108905792236
QUERY_NORMAL,False,False,1.8416528701782227
QUERY_NORMAL,False,False,2.223043918609619
QUERY_NORMAL,False,True,3.2826919555664062
QUERY_NORMAL,False,True,2.054363965988159
QUERY_NORMAL,True,False,600.0175940990448
QUERY_NORMAL,True,False,600.0115003585815
QUERY_NORMAL_CONSTRUCTOR,False,True,1.5419526100158691
QUERY_NORMAL_CONSTRUCTOR,False,False,1.727475881576538
QUERY_NORMAL_CONSTRUCTOR,False,False,1.6886870861053467
QUERY_NORMAL_CONSTRUCTOR,False,False,1.7264142036437988
QUERY_NORMAL_CONSTRUCTOR,False,False,1.7325031757354736
QUERY_NORMAL_CONSTRUCTOR,False,False,1.732726812362671
QUERY_NORMAL_CONSTRUCTOR,False,False,1.8052947521209717
QUERY_NORMAL_CONSTRUCTOR,False,False,1.7334325313568115
QUERY_NORMAL_CONSTRUCTOR,False,False,1.7144858837127686
